,id,model,brand,2G_bands,3G_bands,4G_bands,2g 3g 4g sim,weight_g,SIM,display_resolution (inches),ppi,OS,CPU Cores,CPU Frequency (GHz),internal_memory,RAM,primary_camera,secondary_camera,WLAN,bluetooth,GPS,NFC,radio,USB,battery,accelerometer,proximity,fingerprint,compass,gyro,heart rate,barometer,altimeter,gravity,thermometer,color spectrum,light sensor,sound level meter,humidity,thickness,حدود هزینه تولید
0,1,Iconia Talk S,Acer,Yes,Yes,Yes,40,260.0,2,7.0,210,Android,4,1.3,16.0,2.0,13.0,2.0,Yes,Yes,Yes,No,Yes,Yes,3400,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.4,634.8147202753004
1,2,Liquid Z6 Plus,Acer,Yes,Yes,Yes,35,169.0,1,5.5,401,Android,8,1.3,32.0,3.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,4080,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,8.5,839.0150182974211
2,3,Liquid Zest,Acer,Yes,Yes,Yes,35,125.0,1,5.0,294,Android,4,1.3,8.0,1.0,8.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.4,618.9651373085713
3,4,Liquid Jade Primo,Acer,Yes,Yes,Yes,40,150.0,2,5.5,401,Microsoft Windows,6,1.53,32.0,3.0,21.0,8.0,Yes,Yes,Yes,No,Yes,Yes,2870,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.4,831.9994388641907
4,5,Liquid Z330,Acer,Yes,Yes,Yes,35,142.0,1,4.5,218,Android,4,1.1,8.0,1.0,5.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.6,544.6723916004538
5,6,Liquid Z320,Acer,Yes,Yes,No,25,142.0,1,4.5,218,Android,4,1.0,8.0,1.0,5.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.6,525.2327134027387
6,7,Liquid Z630,Acer,Yes,Yes,Yes,35,165.0,1,5.5,267,Android,4,1.3,8.0,1.0,8.0,8.0,Yes,Yes,Yes,No,Yes,Yes,4000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.9,681.1092754045319
7,8,Liquid Z530,Acer,Yes,Yes,Yes,35,145.0,1,5.0,294,Android,4,1.3,8.0,1.0,8.0,8.0,Yes,Yes,Yes,No,Yes,Yes,2420,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8.9,615.8121835838357
8,9,Liquid Jade Z,Acer,Yes,Yes,Yes,40,110.0,2,5.0,294,Android,4,1.5,8.0,1.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2300,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.0,701.9075373
9,10,Liquid Z520,Acer,Yes,Yes,No,25,118.0,1,5.0,187,Android,4,1.3,8.0,1.0,8.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,6.4,589.9600549961017
10,11,Liquid Z220,Acer,Yes,Yes,No,25,120.0,1,4.0,233,Android,2,1.2,8.0,1.0,5.0,2.0,Yes,Yes,Yes,No,Yes,Yes,1300,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,9.6,488.8202807950001
11,12,Liquid M220,Acer,Yes,Yes,No,25,119.0,1,4.0,233,Microsoft Windows Phone,2,1.2,4.0,0.512,5.0,2.0,Yes,Yes,Yes,No,Yes,Yes,1300,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.6,448.1047120975211
12,13,Liquid Z410,Acer,Yes,Yes,Yes,35,145.0,1,4.5,245,Android,4,1.3,8.0,1.0,5.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.9,545.2403329495403
13,14,Liquid Jade S,Acer,Yes,Yes,Yes,40,116.0,2,5.0,294,Android,8,1.5,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2300,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.8,756.5591753222812
14,15,Liquid Z500,Acer,Yes,Yes,No,25,150.0,1,5.0,294,Android,4,1.3,4.0,1.0,8.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8.8,561.5808989466667
15,16,Liquid X1,Acer,Yes,Yes,Yes,35,164.0,1,5.7,258,Android,8,1.7,16.0,2.0,13.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2700,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.5,687.3826320757962
16,17,Liquid Jade,Acer,Yes,Yes,No,30,110.0,2,5.0,294,Android,4,1.3,8.0,1.0,13.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2100,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.5,669.5434067799999
17,18,Liquid E600,Acer,Yes,Yes,Yes,35,155.0,1,5.0,196,Android,4,1.2,4.0,1.0,8.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2500,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.5,544.5833651748387
18,19,Liquid Z200,Acer,Yes,Yes,No,25,130.0,1,4.0,233,Android,2,1.0,4.0,0.512,2.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1300,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,10.3,446.225330812248
19,20,Liquid Z4,Acer,Yes,Yes,No,25,122.0,1,4.0,233,Android,2,1.3,4.0,0.512,5.0,1.3,Yes,Yes,No,No,No,Yes,1630,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.7,479.9534829421802
20,21,Iconia B1-721,Acer,Yes,Yes,No,25,323.0,1,7.0,170,Android,2,1.3,16.0,1.0,0.0,0.0,Yes,Yes,Yes,No,No,Yes,2955,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,11.4,467.3384196585936
21,22,Liquid Z5,Acer,Yes,Yes,No,30,150.0,2,5.0,196,Android,2,1.3,4.0,0.512,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8.8,519.0372840466666
22,23,Shine Lite,alcatel,Yes,Yes,Yes,35,156.0,1,5.0,294,Android,4,1.3,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2460,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,7.5,686.2847038158974
23,24,Fierce 4,alcatel,Yes,Yes,Yes,35,163.9,1,5.5,267,Android,4,1.1,16.0,2.0,8.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2500,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.1,644.6828282186751
24,25,X1,alcatel,Yes,Yes,Yes,40,140.0,2,5.0,294,Android,8,1.2,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2150,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.0,747.1922974057143
25,26,Pixi 4 (5),alcatel,Yes,Yes,No,25,148.0,1,5.0,196,Android,4,1.3,8.0,1.0,8.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,9.5,527.276692907027
26,27,Flash Plus 2,alcatel,Yes,Yes,Yes,40,157.0,2,5.5,401,Android,8,1.4,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,3000,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,8.2,806.1365038733619
27,28,POP 7 LTE,alcatel,Yes,Yes,Yes,35,295.1,1,7.0,170,Android,4,1.1,8.0,1.0,5.0,2.0,Yes,Yes,Yes,No,No,Yes,3240,No,No,No,No,No,No,No,No,No,No,No,No,No,No,9.4,502.04343930435
28,29,Idol 4s Windows,alcatel,Yes,Yes,Yes,35,152.0,1,5.5,401,Microsoft Windows,4,1.875,64.0,4.0,21.0,8.0,Yes,Yes,Yes,No,No,Yes,3000,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,7.0,896.1496066024438
29,30,Idol 4s,alcatel,Yes,Yes,Yes,40,149.0,2,5.5,534,Android,8,1.6,32.0,3.0,16.0,8.0,Yes,Yes,Yes,Yes,Yes,Yes,3000,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,7.0,966.8252674379964
30,31,Idol 4,alcatel,Yes,Yes,Yes,40,135.0,2,5.2,424,Android,8,1.45,16.0,2.0,13.0,8.0,Yes,Yes,Yes,Yes,Yes,Yes,2610,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,7.1,858.5799177152477
31,32,Pixi 4 (6) 3G,alcatel,Yes,Yes,No,30,179.0,2,6.0,184,Android,4,1.3,8.0,1.0,13.0,8.0,Yes,Yes,Yes,No,Yes,Yes,2580,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8.0,607.7719101023464
32,33,Pop 3 (5.5),alcatel,Yes,Yes,Yes,35,174.0,1,5.5,267,Android,4,1.1,8.0,1.0,5.0,2.0,Yes,Yes,Yes,No,No,Yes,2500,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,9.5,544.9123033134483
33,34,Pop 3 (5),alcatel,Yes,Yes,Yes,35,167.0,1,5.0,196,Android,4,1.1,8.0,1.0,5.0,5.0,Yes,Yes,Yes,No,No,Yes,2000,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,9.9,503.280647984551
34,35,Fierce XL,alcatel,Yes,Yes,Yes,35,173.0,1,5.5,267,Android,4,1.1,16.0,2.0,8.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2500,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,9.5,613.6085973377458
35,36,Flash 2,alcatel,Yes,Yes,Yes,40,140.0,2,5.0,294,Android,8,1.3,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,3000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.0,736.5325950085714
36,37,Flash Plus,alcatel,Yes,Yes,Yes,40,147.0,2,5.5,267,Android,8,1.5,16.0,2.0,13.0,8.0,Yes,Yes,Yes,No,Yes,Yes,3500,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.0,786.3136520717688
37,38,Pop Astro,alcatel,Yes,Yes,Yes,35,144.9,1,4.5,245,Android,4,1.5,4.0,1.0,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,9.9,549.2115718410053
38,39,Idol 3 (5.5),alcatel,Yes,Yes,Yes,35,141.0,1,5.5,401,Android,8,1.25,16.0,2.0,13.0,8.0,Yes,Yes,Yes,Yes,Yes,Yes,2910,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.4,808.8885036642708
39,40,Idol 3 (4.7),alcatel,Yes,Yes,Yes,35,110.0,1,4.7,312,Android,4,1.2,8.0,1.5,13.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.6,684.6981266878723
40,41,Pixi 3 (8) 3G,alcatel,Yes,Yes,No,25,335.0,1,8.0,189,Android,2,1.3,4.0,1.0,2.0,0.0,Yes,Yes,Yes,No,No,Yes,3240,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,9.2,481.4927914295134
41,42,Pixi 3 (7) LTE,alcatel,Yes,Yes,Yes,35,260.0,1,7.0,170,Android,4,1.1,4.0,1.0,2.0,0.0,Yes,Yes,Yes,No,No,Yes,2820,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,9.2,487.4197275784425
42,43,Pixi 3 (7) 3G,alcatel,Yes,Yes,No,25,260.0,1,7.0,170,Android,2,1.3,4.0,0.512,2.0,0.0,Yes,Yes,Yes,No,No,Yes,2820,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,9.1,461.5253707456201
43,44,POP 10,alcatel,Yes,Yes,Yes,35,380.0,1,9.6,157,Android,4,1.2,8.0,1.0,5.0,2.0,Yes,Yes,Yes,No,Yes,Yes,4600,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,7.9,591.1623585280347
44,45,Pixi 3 (4.5),alcatel,Yes,Yes,Yes,35,125.0,1,4.5,218,Android,2,1.0,4.0,0.512,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1400,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,10.0,464.90424761
45,46,Pixi 3 (4),alcatel,Yes,Yes,Yes,35,110.0,1,4.0,233,Android,2,1.0,4.0,0.512,2.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1400,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,11.6,458.9374258827586
46,47,Pixi 3 (3.5) Firefox,alcatel,Yes,Yes,No,25,98.0,1,3.5,165,Firefox,2,1.0,0.512,0.256,2.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1300,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,11.9,369.6622874082233
47,48,Pop D3,alcatel,Yes,Yes,No,25,114.0,1,4.0,233,Android,2,1.3,4.0,0.512,5.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,1400,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,12.1,480.6308121227432
48,49,Pop D1,alcatel,Yes,Yes,No,25,101.0,1,3.5,165,Android,2,1.0,4.0,0.512,2.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1300,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,12.0,429.2018920310467
49,50,Pop Icon,alcatel,Yes,Yes,No,25,149.0,1,5.0,220,Android,4,1.2,4.0,1.0,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,9.9,522.6017075969576
50,51,Fire C 2G,alcatel,Yes,No,No,20,93.0,2,3.5,165,Firefox,1,1.0,0.256,0.128,1.3,0.0,Yes,Yes,No,No,Yes,Yes,1000,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,12.0,367.5149381537942
51,52,Pop 2 (4.5) Dual SIM,alcatel,Yes,Yes,Yes,40,147.0,2,4.5,218,Android,4,1.2,8.0,1.0,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,9.9,578.9101814836811
52,53,Pop 2 (4.5),alcatel,Yes,Yes,Yes,35,147.0,1,4.5,218,Android,4,1.2,8.0,1.0,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,10.0,549.347041952313
53,54,Evolve 2,alcatel,Yes,Yes,No,25,121.1,1,4.0,233,Android,2,1.3,4.0,0.512,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1400,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,11.7,461.6090472093401
54,55,POP 8S,alcatel,Yes,Yes,Yes,35,327.0,1,8.0,189,Android,4,1.2,8.0,1.0,5.0,3.0,Yes,Yes,Yes,No,No,Yes,4100,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,7.2,587.2380586589909
55,56,Hero 8,alcatel,Yes,Yes,Yes,35,310.0,1,8.0,283,Android,8,2.0,8.0,2.0,5.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,4060,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,7.3,736.656309242996
56,57,Hero 2,alcatel,Yes,Yes,Yes,35,175.0,1,6.0,367,Android,8,2.0,16.0,2.0,13.1,5.0,Yes,Yes,Yes,Yes,Yes,Yes,3100,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,7.9,792.1582352182099
57,58,Pixi 2,alcatel,Yes,Yes,No,25,100.0,1,3.5,165,Android,2,1.0,4.0,0.512,2.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1300,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,12.0,422.2502756214286
58,59,Pop D5,alcatel,Yes,Yes,No,25,150.0,1,4.5,218,Android,4,1.3,4.0,0.512,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1800,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,10.0,486.3771820966666
59,60,Pop C2,alcatel,Yes,Yes,No,25,116.0,1,4.0,233,Android,2,1.3,4.0,0.512,3.15,0.0,Yes,Yes,Yes,No,Yes,Yes,1300,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,12.0,446.9376539839656
60,61,2012,alcatel,Yes,No,No,15,98.0,1,2.8,143,No OS,0,0.0,0.016,0.0,3.15,0.0,No,Yes,No,No,Yes,Yes,750,No,No,No,No,No,No,No,No,No,No,No,No,No,No,14.0,233.0001115211225
61,62,2010,alcatel,Yes,No,No,15,95.0,1,2.4,167,No OS,0,0.0,0.128,0.064,2.0,0.0,No,Yes,No,No,Yes,Yes,750,No,No,No,No,No,No,No,No,No,No,No,No,No,No,13.6,242.3906806322601
62,63,2052,alcatel,Yes,Yes,No,25,74.0,1,1.8,114,No OS,1,0.46,0.128,0.0,0.0,0.0,No,Yes,No,No,Yes,Yes,750,No,No,No,No,No,No,No,No,No,No,No,No,No,No,13.0,254.4314676618351
63,64,2040,alcatel,Yes,No,No,15,77.9,1,2.4,167,No OS,0,0.0,0.004,0.004,0.0,0.0,No,No,No,No,Yes,Yes,850,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12.4,233.7936516885279
64,65,2005,alcatel,Yes,No,No,15,85.0,1,2.4,167,No OS,0,0.0,0.128,0.0,2.0,0.0,No,Yes,No,No,Yes,Yes,850,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10.0,274.7164822988235
65,66,POP 7S,alcatel,Yes,Yes,Yes,35,279.0,1,7.0,170,Android,4,1.2,4.0,1.0,3.0,0.0,Yes,Yes,Yes,No,No,Yes,3240,No,No,No,No,No,No,No,No,No,No,No,No,No,No,9.0,494.1150802782182
66,67,Pop S9,alcatel,Yes,Yes,Yes,35,182.0,1,5.9,249,Android,4,1.2,8.0,1.0,8.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,3400,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.6,644.0124644284564
67,68,Pop S7,alcatel,Yes,Yes,Yes,35,162.0,1,5.0,220,Android,4,1.3,4.0,1.0,5.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,3000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,9.4,597.9635642937382
68,69,Pop S3,alcatel,Yes,Yes,Yes,35,130.0,1,4.0,233,Android,4,1.2,4.0,1.0,5.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,2000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,9.9,566.1196622097438
69,70,Fire E,alcatel,Yes,Yes,No,25,103.0,1,4.5,245,Firefox,2,1.2,4.0,0.512,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1700,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.2,497.1303147916434
70,71,Fire C,alcatel,Yes,Yes,No,25,100.0,1,3.5,165,Firefox,2,1.2,4.0,0.512,0.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1300,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,12.0,386.3286495985715
71,72,Idol 2 S,alcatel,Yes,Yes,Yes,35,126.0,1,5.0,294,Android,4,1.2,8.0,1.0,8.0,1.3,Yes,Yes,Yes,Yes,No,Yes,2150,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.5,633.6607982466666
72,73,Idol 2,alcatel,Yes,Yes,No,25,128.0,1,5.0,220,Android,4,1.3,8.0,1.0,8.0,2.0,Yes,Yes,Yes,Yes,No,Yes,2000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.3,596.416934669555
73,74,Idol 2 Mini S,alcatel,Yes,Yes,Yes,35,116.0,1,4.5,245,Android,4,1.2,4.0,1.0,8.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,2000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.5,605.9903710773024
74,75,Idol 2 Mini,alcatel,Yes,Yes,No,25,110.0,1,4.5,245,Android,4,1.2,4.0,1.0,8.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1700,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.9,570.9504179712659
75,76,Pop Fit,alcatel,Yes,Yes,No,25,78.0,1,2.8,143,Android,2,1.0,4.0,0.512,2.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,1000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,12.0,442.1561910309157
76,77,Idol X+,alcatel,Yes,Yes,No,30,125.0,2,5.0,441,Android,8,2.0,16.0,2.0,13.1,2.0,Yes,Yes,Yes,No,Yes,Yes,2500,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.9,804.9220694621521
77,78,Pop C9,alcatel,Yes,Yes,No,30,189.0,2,5.5,200,Android,4,1.3,4.0,1.0,8.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2500,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.5,555.0709535495768
78,79,POP 7,alcatel,Yes,Yes,No,25,285.0,1,7.0,170,Android,2,1.3,4.0,1.0,2.0,0.0,Yes,Yes,Yes,No,No,Yes,3240,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8.9,470.9126855476017
79,80,X4 Soul,Allview,Yes,Yes,Yes,40,167.5,2,5.5,401,Android,8,1.5,64.0,4.0,13.0,13.0,Yes,Yes,Yes,No,Yes,Yes,3000,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,7.4,971.4294843688385
80,81,X3 Soul Pro,Allview,Yes,Yes,Yes,40,144.0,2,5.5,401,Android,8,1.5,64.0,4.0,16.0,8.0,Yes,Yes,Yes,No,Yes,Yes,3000,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,7.0,973.1889414214287
81,82,P8 Energy Pro,Allview,Yes,Yes,Yes,40,209.8,2,6.0,367,Android,8,1.3,64.0,3.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,5020,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,8.4,959.350910914736
82,83,X3 Soul,Allview,Yes,Yes,Yes,40,147.6,2,5.5,267,Android,8,1.3,32.0,3.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,3150,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,6.9,829.4189418607648
83,84,X2 Soul Style + Platinum,Allview,Yes,Yes,Yes,40,128.0,2,5.0,294,Android,4,1.3,16.0,3.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2350,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,7.0,732.3431686567857
84,85,X2 Soul Style,Allview,Yes,Yes,Yes,40,128.0,2,5.0,294,Android,4,1.3,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2350,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,7.0,716.7391530317857
85,86,X2 Soul Lite,Allview,Yes,Yes,Yes,40,137.0,2,5.0,294,Android,4,1.3,16.0,1.0,8.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2400,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.0,683.2103081573723
86,87,V2 Viper X+,Allview,Yes,Yes,Yes,40,155.3,2,5.5,267,Android,8,1.3,16.0,3.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,3150,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.2,785.9100218155551
87,88,V2 Viper X,Allview,Yes,Yes,Yes,40,155.3,2,5.5,267,Android,8,1.3,16.0,1.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,3150,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.2,755.4027927964522
88,89,V2 Viper,Allview,Yes,Yes,Yes,40,143.0,2,4.7,312,Android,4,1.3,16.0,1.0,8.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.9,671.8858955213523
89,90,V2 Viper i,Allview,Yes,Yes,No,30,153.0,2,5.0,294,Android,4,1.3,16.0,1.0,5.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.9,620.3209808810209
90,91,P8 Energy mini,Allview,Yes,Yes,No,30,200.0,2,5.0,294,Android,4,1.3,16.0,2.0,8.0,5.0,Yes,Yes,Yes,No,Yes,Yes,4000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.9,726.4771344080898
91,92,P5 Pro,Allview,Yes,Yes,Yes,40,118.5,2,4.5,218,Android,4,1.0,8.0,1.0,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1700,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.3,557.8194225087451
92,93,P6 Pro,Allview,Yes,Yes,Yes,40,154.0,2,5.0,294,Android,4,1.0,8.0,1.0,8.0,5.0,Yes,Yes,Yes,No,Yes,Yes,3140,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8.1,672.6927790185183
93,94,P8 Energy,Allview,Yes,Yes,Yes,40,212.0,2,5.5,267,Android,4,1.3,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,6000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.5,822.9137013395451
94,95,P5 Energy,Allview,Yes,Yes,Yes,40,156.5,2,4.5,218,Android,4,1.0,16.0,1.0,5.0,2.0,Yes,Yes,Yes,No,Yes,Yes,4000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,11.2,661.288422412209
95,96,E4,Allview,Yes,Yes,Yes,40,130.0,2,5.0,294,Android,8,1.3,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2100,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.6,719.8603277839356
96,97,E3 Living,Allview,Yes,Yes,Yes,40,135.5,2,4.5,218,Android,4,1.0,8.0,1.0,8.0,2.0,Yes,Yes,Yes,No,Yes,Yes,1850,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,9.8,575.5125652128662
97,98,X2 Xtreme,Allview,Yes,Yes,Yes,40,204.4,2,6.0,490,Android,8,2.0,64.0,3.0,24.0,8.0,Yes,Yes,Yes,Yes,Yes,Yes,3500,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,9.6,986.7452614459885
98,99,C5 Smiley,Allview,Yes,Yes,No,25,118.5,1,4.0,233,Android,2,1.3,4.0,0.512,3.15,0.0,Yes,Yes,Yes,No,Yes,Yes,1400,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,11.0,471.8623613875739
99,100,C6 Quad 4G,Allview,Yes,Yes,Yes,35,150.0,1,4.5,218,Android,4,1.3,8.0,1.0,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1800,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,9.7,534.534545049244
100,101,E2 Living,Allview,Yes,Yes,No,30,119.8,2,4.0,233,Android,2,1.3,4.0,0.512,3.15,0.0,Yes,Yes,Yes,No,Yes,Yes,1350,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.5,505.5218021737647
